,Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att_Launch,Cmp%,Att (GK),Thr,Launch%_Pass,AvgLen_Pass,Att_Pass,Launch%_GKicks,AvgLen_GKicks,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
0,David de Gea,es ESP,GK,30,46.0,66,3,0.0,6.0,3.0,63.4,0.29,0.4,0.01,128,380,33.7,731,151,31.1,31.6,361,42.4,36.5,601,8,1.3,29,0.64,14.4
