,Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att_Launch,Cmp%,Att_Pass,Thr,Launch%_Pass,AvgLen_Pass,Att_GKicks,Launch%_GKicks,AvgLen_GKicks,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
0,David de Gea,es ESP,GK,32-121,38.0,44,3,2.0,6.0,1.0,38.6,0.29,-1.4,-0.04,107.0,345.0,31.0,853.0,122.0,30.4,31.3,157.0,54.8,44.0,429.0,11.0,2.6,28.0,0.85,15.5
